topmed_label	variable_phv	label	tag_id
Medication/supplement use	123208	 CVSPROVI	74
Medication/supplement use	123209	 HDFORWPL	74
Medication/supplement use	123210	 SHAKLEE	74
Medication/supplement use	123211	 UNICAPSR	74
Medication/supplement use	123229	 FOLDOSDY	74
Medication/supplement use	123228	 FOLICACD	74
Medication/supplement use	123227	 YOUVITIR	74
Medication/supplement use	123226	 YOURVITA	74
Medication/supplement use	123225	 ONEDAYAP	74
Medication/supplement use	123224	 CENTVITS	74
Medication/supplement use	123223	 OCUVITPL	74
Medication/supplement use	123222	 ZBEC	74
Medication/supplement use	123221	 SURBEXT	74
Medication/supplement use	123220	 CENVITPL	74
Medication/supplement use	123219	 OCUVITE	74
Medication/supplement use	123218	 STRESSTB	74
Medication/supplement use	123217	 WOMPOWPK	74
Medication/supplement use	123216	 CENTRALV	74
Medication/supplement use	123215	 VIMIN75	74
Medication/supplement use	123214	 SOLOTRON	74
Medication/supplement use	123213	 NUSKINPK	74
Medication/supplement use	123212	 CVSMEGML	74
Hypertension	114340	 B08HBP	30
Medication/supplement use	114365	 B08OTMED	74
Medication/supplement use	114364	 B08ASMA	74
Medication/supplement use	114363	 B08HORMN	74
Medication/supplement use	114362	 B08BRTHC	74
Medication/supplement use	114361	 B08HRMED	74
Medication/supplement use	114360	 B08BPMED	74
Cigarette smoking	114372	 B09MENTH	69
Cigarette smoking	114371	 B09LNGTH	69
Cigarette smoking	114370	 B09PAKSZ	69
Cigarette smoking	114369	 B09FILTR	69
Cigarette smoking	114368	 B09BRAND	69
Diabetes	114377	 B09DIBAG	34
Medication/supplement use	123241	 HORMONES	74
Medication/supplement use	123243	 PATCHEST	74
Medication/supplement use	123244	 VAGESTRO	74
Medication/supplement use	123245	 OGEN	74
Medication/supplement use	123246	 OTHESTRO	74
Medication/supplement use	123247	 SPECEST	74
Medication/supplement use	123248	 PROCYCMP	74
Medication/supplement use	123249	 VAGINAL	74
Medication/supplement use	123250	 MICRONIZ	74
Medication/supplement use	123251	 OTHPROG	74
Medication/supplement use	123252	 SPECPROG	74
Medication/supplement use	123253	 PREMPROP	74
Medication/supplement use	123254	 PREMPROB	74
Medication/supplement use	123255	 PREMPHAS	74
Medication/supplement use	123256	 COMBIPAT	74
Medication/supplement use	123257	 FEMHRT	74
Pacemaker	193137	 AFPACEMKR	41
Pacemaker	283522	 PACEMKRHX	41
Hematocrit	77365	 HEMATOCR	42
Hematocrit	283662	 HEMATOCRIT	42
Hemoglobin	77366	 HEMOGLBN	43
Hemoglobin	283661	 HEMOGLOBIN	43
Platelet count	77367	 PLATELET	44
Hemoglobin	193862	 TESTVAL	43
Hemoglobin	282937	 TESTNAME	43
Hematocrit	193862	 TESTVAL	42
Hematocrit	282937	 TESTNAME	42
Platelet count	193862	 TESTVAL	44
Platelet count	282937	 TESTNAME	44
Red blood cell count	193862	 TESTVAL	45
Red blood cell count	282937	 TESTNAME	45
White blood cell count	77368	 WBC	46
White blood cell count	193862	 TESTVAL	46
White blood cell count	282937	 TESTNAME	46
Fibrinogen in blood	77383	 COREFIBR	47
Fibrinogen in blood	193862	 TESTVAL	47
Fibrinogen in blood	282937	 TESTNAME	47
Factor VII	77381	 COREF7AG	48
Factor VII	77382	 COREF7C	48
Factor VII	193862	 TESTVAL	48
Factor VII	282937	 TESTNAME	48
Factor VIII	193862	 TESTVAL	49
Factor VIII	282937	 TESTNAME	49
von Willebrand factor	193862	 TESTVAL	50
von Willebrand factor	282937	 TESTNAME	50
VTE	193695	 F33VTEHOSP	51
VTE	193696	 F33VTEHOSPDY	51
VTE	193697	 F33VTEOP	51
VTE	193698	 F33VTEOPDY	51
CRP in blood	193862	 TESTVAL	52
CRP in blood	282937	 TESTNAME	52
Interleukin 6 in blood	193862	 TESTVAL	53
Interleukin 6 in blood	282937	 TESTNAME	53
Creatinine in blood	193862	 TESTVAL	54
Creatinine in blood	282937	 TESTNAME	54
Creatinine in blood	283659	 SERUMCREAT	54
Cystatin C in blood	193862	 TESTVAL	55
Cystatin C in blood	282937	 TESTNAME	55
Coronary artery bypass graft	283435	 DTHCABGPTCA	28
Coronary artery bypass graft	193548	 DTHCABGPTCA	28
Sleep apnea	123476	 SLAPNDIA	67
Sleep apnea	123477	 AGEDIAAP	67
PR from EKG	123557	 PRINTERV	38
QRS from EKG	123558	 QRSDURAN	36
QT from EKG	123559	 QT	37
QT from EKG	123560	 QTC	37
Myocardial infarction	123755	 INFARCT	26
Weight	123776	 WHTKG	13
Medication/supplement use	123811	 LANYMED	74
Medication/supplement use	123812	 LSEDS	74
Medication/supplement use	123813	 LSTIM	74
Medication/supplement use	123814	 LANTI	74
Medication/supplement use	123815	 LBRON	74
Medication/supplement use	123816	 LSPLPIL	74
Medication/supplement use	123817	 LDECON	74
Medication/supplement use	123818	 LABOTHMD	74
Medication/supplement use	123819	 LOMED	74
Resting arm systolic BP	123844	 PM10SYS1	7
Resting arm diastolic BP	123845	 PM10DIA1	8
Resting arm systolic BP	123847	 PM10SYS2	7
Resting arm diastolic BP	123848	 PM10DIA2	8
Resting arm systolic BP	123850	 PM10SYS3	7
Resting arm diastolic BP	123851	 PM10DIA3	8
Resting arm systolic BP	123854	 AM7SYS1	7
Resting arm diastolic BP	123855	 AM7DIA1	8
Resting arm systolic BP	123857	 AM7SYS2	7
Resting arm diastolic BP	123858	 AM7DIA2	8
Resting arm systolic BP	123860	 AM7SYS3	7
Resting arm diastolic BP	123861	 AM7DIA3	8
Resting arm systolic BP	123864	 AM10SYS1	7
Resting arm diastolic BP	123865	 AM10DIA1	8
Resting arm systolic BP	123867	 AM10SYS2	7
Resting arm diastolic BP	123868	 AM10DIA2	8
Resting arm systolic BP	123870	 AM10SYS3	7
Resting arm diastolic BP	123871	 AM10DIA3	8
Blood glucose	123956	 glucose_fast	31
Blood glucose	123957	 glucose_fast_orig	31
Blood glucose	123959	 glucose_ogtt	31
Blood glucose	123960	 glucose_ogtt_orig	31
Insulin in blood	123962	 insulin_fast	32
Insulin in blood	123963	 insulin_fast_orig	32
Insulin in blood	123965	 insulin_ogtt	32
Insulin in blood	123966	 insulin_ogtt_orig	32
CRP in blood	123990	 crpam	52
CRP in blood	123991	 crpam_orig	52
CRP in blood	123993	 lncrpam	52
CRP in blood	123994	 crppm	52
CRP in blood	123995	 crppm_orig	52
CRP in blood	123997	 lncrppm	52
Albumin-creatinine ratio in urine	124041	 mcratio	56
Albumin-creatinine ratio in urine	124042	 mcratio_orig	56
Cystatin C in blood	124064	 cystatinc	55
Cystatin C in blood	124065	 cystatinc_orig	55
CRP in blood	124170	 ln_crpam	52
CRP in blood	124171	 ln_crppm	52
Resting arm systolic BP	124246	 pm10sys	7
Resting arm diastolic BP	124247	 pm10dia	8
Resting arm systolic BP	124248	 am7sys	7
Resting arm diastolic BP	124249	 am7dia	8
Resting arm systolic BP	124250	 am10sys	7
Resting arm diastolic BP	124251	 am10dia	8
Diabetes	124253	 diabetesx	34
Diabetes	124255	 diabetes2	34
Diabetes	124256	 diabetes3	34
Diabetes	124254	 diabetes1	34
Coronary angioplasty	124262	 ANGIODAY	27
Sleep apnea	124264	 APNDIADAY	67
Hypertension	124274	 DIABPDAY	30
Diabetes	124276	 DIADIADAY	34
Myocardial infarction	124278	 DIAHRTDAY	26
Other stroke	124310	 STRODIDAY	20
Age at enrollment/collection	124328	 age_dna	21
Asthma	226252	 ASTHMA_EVER	64
Medication/supplement use	226253	 ASTHMA_MEDS	74
Race/ancestry/ethnicity	226254	 BKGRD1_C7	23
Hypertension	114387	 B09HBPST	30
Hypertension	114386	 B09HBPAG	30
Hypertension	114385	 B09HBPG1	30
Medication/supplement use	226260	 COPD_MEDS	74
Diabetes	226261	 DIABETES2	34
Diabetes	226262	 DIABETES2_INDICATOR	34
Myocardial infarction	114391	 B09HRTST	26
Myocardial infarction	114390	 B09HRTAG	26
QRS from EKG	226263	 ECGA10	36
Myocardial infarction	114389	 B09HRTAK	26
Heart failure	114420	 B09CHFST	29
Heart failure	114419	 B09CHFAG	29
Atrial fibrillation/flutter	226264	 ECGA109	35
Heart failure	114418	 B09CHF	29
QT from EKG	226265	 ECGA11	37
QT from EKG	226266	 ECGA12	37
Medication/supplement use	114452	 B09BCCD3	74
Medication/supplement use	114451	 B09BCCD2	74
Medication/supplement use	114450	 B09BCCD1	74
Medication/supplement use	114449	 B09BCN	74
Medication/supplement use	114448	 B09ST_DT	74
Medication/supplement use	114458	 B09BCTMO	74
Medication/supplement use	114457	 B09BCTYR	74
Medication/supplement use	114456	 B09BCTM1	74
Medication/supplement use	114455	 B09BCTY1	74
Medication/supplement use	114454	 B09BCXD	74
Medication/supplement use	114453	 B09BCNOW	74
PR from EKG	226275	 ECGA9	38
Medication/supplement use	114460	 B09BCCUS	74
Cigarette smoking	226277	 EXPOSURE_YEAR	69
White blood cell count	226283	 LABA1	46
Medication/supplement use	114459	 B09BCTUS	74
Medication/supplement use	114464	 B09HBNM	74
Medication/supplement use	114462	 B09HBTUS	74
Hematocrit	226303	 LABA4	42
Medication/supplement use	114468	 B09HBCD4	74
Medication/supplement use	114467	 B09HBCD3	74
Medication/supplement use	114466	 B09HBCD2	74
Medication/supplement use	114465	 B09HBCD1	74
Medication/supplement use	114463	 B09HBNUM	74
Hemoglobin	226302	 LABA3	43
Medication/supplement use	114472	 B09HBTMO	74
Medication/supplement use	114471	 B09HBTYR	74
Medication/supplement use	114470	 B09HBLUS	74
Medication/supplement use	114469	 B09HBNOW	74
Creatinine in blood	226307	 LABA76	54
Medication/supplement use	113156	 A09MDNBR	74
Albumin-creatinine ratio in urine	226309	 LABA81	56
Platelet count	226310	 LABA9	44
Medication/supplement use	226313	 MED_ANTIANGINAL	74
Medication/supplement use	226314	 MED_ANTIANXI	74
Medication/supplement use	226315	 MED_ANTIARRHYTHMICS	74
Medication/supplement use	226316	 MED_ANTIASTHMATICS	74
Medication/supplement use	114480	 B09HMCD4	74
Medication/supplement use	226317	 MED_ANTICOAG	74
Medication/supplement use	114479	 B09HMCD3	74
Medication/supplement use	226318	 MED_ANTICOAG_COUMARIN	74
Medication/supplement use	114478	 B09HMCD2	74
Medication/supplement use	226319	 MED_ANTICOAG_HEPARIN	74
Medication/supplement use	226320	 MED_ANTIDEPRESS	74
Medication/supplement use	114477	 B09HMCD1	74
Medication/supplement use	114476	 B09HMNM	74
Medication/supplement use	226321	 MED_ANTIDEPRE_SSRI	74
Medication/supplement use	226322	 MED_ANTIDEPRE_TRICYC	74
Medication/supplement use	114475	 B09HMNUM	74
Medication/supplement use	114474	 B09HMTUS	74
Medication/supplement use	226323	 MED_ANTIDIAB	74
Medication/supplement use	226324	 MED_ANTIHYPERT	74
Medication/supplement use	114485	 B09RESO	74
Medication/supplement use	226325	 MED_ANTIHYPERT_ACEI	74
Medication/supplement use	226326	 MED_ANTIHYPERT_AT2RAS	74
Medication/supplement use	114484	 B09HMTMO	74
Medication/supplement use	226327	 MED_ANTIPLATELET	74
Medication/supplement use	226328	 MED_ANTIPSYCHO	74
Medication/supplement use	114483	 B09HMTYR	74
Medication/supplement use	226329	 MED_ASPIRIN	74
Medication/supplement use	226330	 MED_BB	74
Medication/supplement use	114482	 B09HMLUS	74
Medication/supplement use	226331	 MED_BB_OPHTHALMIC	74
Medication/supplement use	114481	 B09HMNOW	74
Medication/supplement use	114497	 B09HTTMO	74
Medication/supplement use	114496	 B09HTTYR	74
Medication/supplement use	114495	 B09HTLUS	74
Medication/supplement use	114494	 B09HTNOW	74
Medication/supplement use	114493	 B09HTCD4	74
Medication/supplement use	114492	 B09HTCD3	74
Medication/supplement use	114491	 B09HTCD2	74
Medication/supplement use	114490	 B09HTCD1	74
Medication/supplement use	114489	 B09HTNM	74
Medication/supplement use	114488	 B09HTNUM	74
Medication/supplement use	114487	 B09HTTUS	74
Medication/supplement use	114509	 B09OTTMO	74
Medication/supplement use	114508	 B09OTTYR	74
Medication/supplement use	114507	 B09OTLUS	74
Medication/supplement use	114506	 B09OTNOW	74
Medication/supplement use	114505	 B09OTCD4	74
Medication/supplement use	114504	 B09OTCD3	74
Medication/supplement use	114503	 B09OTCD2	74
Medication/supplement use	114502	 B09OTCD1	74
Medication/supplement use	114501	 B09OTNM	74
Medication/supplement use	114500	 B09OTNUM	74
Medication/supplement use	114499	 B09OTTUS	74
Medication/supplement use	114510	 B09RESO	74
Cigarette smoking	114546	 B09SLS3M	69
Cigarette smoking	114545	 B09STS3M	69
Cigarette smoking	114544	 B09SMKYR	69
Cigarette smoking	114543	 B09SMKAG	69
Cigarette smoking	114542	 B09YRSQT	69
Cigarette smoking	114541	 B09SMKNW	69
Cigarette smoking	114550	 B09SMK5Y	69
Cigarette smoking	114549	 B09TRYQT	69
Cigarette smoking	114548	 B09INHAL	69
Cigarette smoking	114547	 B09CGTDY	69
Cigarette smoking	114582	 B10SMOKE	69
Cigarette smoking	114581	 B10EXLRG	69
Cigarette smoking	114580	 B10EXSML	69
Cigarette smoking	114579	 B10EXHME	69
Cigarette smoking	114572	 B10CIGS	69
Age at enrollment/collection	114610	 B12AGE	21
Height	114609	 B12HGT	12
Asthma	114604	 B12ASSTP	64
Asthma	114603	 B12ASAGE	64
Asthma	114602	 B12ASDOC	64
FVC	114663	 B12FVC5	62
FVC	114651	 B12FVC4	62
FVC	114639	 B12FVC3	62
FVC	114627	 B12FVC2	62
FVC	114694	 B12FVC	62
FVC	114675	 B12FVC6	62
Resting arm diastolic BP	114879	 B28DBP4	8
Resting arm systolic BP	114878	 B28SBP4	7
Resting arm diastolic BP	114875	 B28DBP3	8
Resting arm systolic BP	114874	 B28SBP3	7
Resting arm diastolic BP	114871	 B28DBP2	8
Resting arm systolic BP	114870	 B28SBP2	7
Resting arm diastolic BP	114867	 B28DBP1	8
Resting arm systolic BP	114866	 B28SBP1	7
Medication/supplement use	114997	 B30LENGB	74
Medication/supplement use	114996	 B30NAMEB	74
Medication/supplement use	114995	 B30LENGA	74
Medication/supplement use	114994	 B30NAMEA	74
Medication/supplement use	114993	 B30APLMD	74
Cigarette smoking	115079	 B09P_SMK	69
Hypertension	115075	 B09P_HBP	30
Age at enrollment/collection	115119	 EXAMAGE	21
Cigarette smoking	115156	 FY048SMK	69
Cigarette smoking	115149	 FY036SMK	69
Cigarette smoking	115317	 C02SMOKE	69
Medication/supplement use	207844	 MSRA04AC	74
Medication/supplement use	207845	 MSRA04AD	74
Medication/supplement use	207908	 MSRA04QC	74
Medication/supplement use	207848	 MSRA04BC	74
Medication/supplement use	207849	 MSRA04BD	74
Medication/supplement use	207852	 MSRA04CC	74
Medication/supplement use	207853	 MSRA04CD	74
Medication/supplement use	207856	 MSRA04DC	74
Medication/supplement use	207857	 MSRA04DD	74
Medication/supplement use	207860	 MSRA04EC	74
Medication/supplement use	207861	 MSRA04ED	74
Medication/supplement use	207864	 MSRA04FC	74
Medication/supplement use	207865	 MSRA04FD	74
Medication/supplement use	207868	 MSRA04GC	74
Medication/supplement use	207869	 MSRA04GD	74
Medication/supplement use	207872	 MSRA04HC	74
Medication/supplement use	207873	 MSRA04HD	74
Medication/supplement use	207876	 MSRA04IC	74
Medication/supplement use	207877	 MSRA04ID	74
Medication/supplement use	207880	 MSRA04JC	74
Medication/supplement use	207881	 MSRA04JD	74
Medication/supplement use	207884	 MSRA04KC	74
Medication/supplement use	207885	 MSRA04KD	74
Medication/supplement use	207888	 MSRA04LC	74
Medication/supplement use	207889	 MSRA04LD	74
Medication/supplement use	207892	 MSRA04MC	74
Medication/supplement use	207893	 MSRA04MD	74
Medication/supplement use	207896	 MSRA04NC	74
Medication/supplement use	207897	 MSRA04ND	74
Medication/supplement use	207900	 MSRA04OC	74
Medication/supplement use	207901	 MSRA04OD	74
Medication/supplement use	207904	 MSRA04PC	74
Medication/supplement use	207905	 MSRA04PD	74
Medication/supplement use	207909	 MSRA04QD	74
Medication/supplement use	207931	 MSRB04C	74
Medication/supplement use	207932	 MSRB04D	74
Medication/supplement use	207935	 MSRB05C	74
Medication/supplement use	207936	 MSRB05D	74
Medication/supplement use	207939	 MSRB06C	74
Medication/supplement use	207940	 MSRB06D	74
Medication/supplement use	207943	 MSRB07C	74
Medication/supplement use	207944	 MSRB07D	74
Medication/supplement use	207947	 MSRB08C	74
Medication/supplement use	207948	 MSRB08D	74
Medication/supplement use	207951	 MSRB09C	74
Medication/supplement use	207952	 MSRB09D	74
Medication/supplement use	207955	 MSRB10C	74
Medication/supplement use	207956	 MSRB10D	74
Medication/supplement use	207959	 MSRB11C	74
Medication/supplement use	207960	 MSRB11D	74
Medication/supplement use	207963	 MSRB12C	74
Medication/supplement use	207964	 MSRB12D	74
Medication/supplement use	207967	 MSRB13C	74
Medication/supplement use	207968	 MSRB13D	74
Medication/supplement use	207971	 MSRB14C	74
Medication/supplement use	207972	 MSRB14D	74
Medication/supplement use	207975	 MSRB15C	74
Medication/supplement use	207976	 MSRB15D	74
Medication/supplement use	207979	 MSRB16C	74
Medication/supplement use	207980	 MSRB16D	74
Medication/supplement use	207983	 MSRB17C	74
Medication/supplement use	207984	 MSRB17D	74
Medication/supplement use	207987	 MSRB18C	74
Medication/supplement use	207988	 MSRB18D	74
Medication/supplement use	207991	 MSRB19C	74
Medication/supplement use	207992	 MSRB19D	74
Medication/supplement use	207995	 MSRB20C	74
Medication/supplement use	207996	 MSRB20D	74
Medication/supplement use	208018	 MSRC4D	74
Medication/supplement use	208021	 MSRC5D	74
Medication/supplement use	208024	 MSRC6D	74
Medication/supplement use	208027	 MSRC7D	74
Medication/supplement use	208030	 MSRC8D	74
Medication/supplement use	208033	 MSRC9D	74
Medication/supplement use	208036	 MSRC10D	74
Medication/supplement use	208039	 MSRC11D	74
Medication/supplement use	208042	 MSRC12D	74
Medication/supplement use	208045	 MSRC13D	74
Medication/supplement use	208048	 MSRC14D	74
Medication/supplement use	208051	 MSRC15D	74
Medication/supplement use	208054	 MSRC16D	74
Medication/supplement use	208057	 MSRC17D	74
Medication/supplement use	208060	 MSRC18D	74
Medication/supplement use	208063	 MSRC19D	74
Medication/supplement use	208066	 MSRC20D	74
Medication/supplement use	208077	 MSRC27	74
Medication/supplement use	208231	 MSRD4D	74
Medication/supplement use	208235	 MSRD5D	74
Medication/supplement use	208239	 MSRD6D	74
Medication/supplement use	208243	 MSRD7D	74
Medication/supplement use	208247	 MSRD8D	74
Medication/supplement use	208251	 MSRD9D	74
Medication/supplement use	208255	 MSRD10D	74
Medication/supplement use	208259	 MSRD11D	74
Medication/supplement use	208263	 MSRD12D	74
Medication/supplement use	208267	 MSRD13D	74
Medication/supplement use	208271	 MSRD14D	74
Medication/supplement use	208275	 MSRD15D	74
Medication/supplement use	208279	 MSRD16D	74
Medication/supplement use	208283	 MSRD17D	74
Medication/supplement use	208287	 MSRD18D	74
Medication/supplement use	208291	 MSRD19D	74
Medication/supplement use	208295	 MSRD20D	74
Medication/supplement use	208306	 MSRD27	74
Medication/supplement use	208310	 MSRD29D	74
Myocardial infarction	115430	 C08HRTAG	26
Myocardial infarction	115429	 C08HRTAK	26
Hypertension	115425	 C08HBPAG	30
Hypertension	115424	 C08HBP	30
Medication/supplement use	115487	 C08HMNOW	74
Medication/supplement use	115486	 C08BCNOW	74
Medication/supplement use	115479	 C08OTMED	74
Medication/supplement use	115478	 C08ASMA	74
Medication/supplement use	115477	 C08CHNOW	74
Medication/supplement use	115476	 C08HBNOW	74
Medication/supplement use	115495	 C09ASCD4	74
Medication/supplement use	115494	 C09ASCD3	74
Medication/supplement use	115493	 C09ASCD2	74
Medication/supplement use	115492	 C09ASCD1	74
Medication/supplement use	115491	 C09ASNM	74
Medication/supplement use	115490	 C09ASNUM	74
Medication/supplement use	115506	 C09BCCUS	74
Medication/supplement use	115505	 C09BCTUS	74
Medication/supplement use	115504	 C09BCTMO	74
Medication/supplement use	115503	 C09BCTYR	74
Medication/supplement use	115502	 C09BCTM1	74
Medication/supplement use	115501	 C09BCTY1	74
Medication/supplement use	115500	 C09BCCD3	74
Medication/supplement use	115499	 C09BCCD2	74
Medication/supplement use	115498	 C09BCCD1	74
Medication/supplement use	115497	 C09BCNAM	74
Medication/supplement use	115514	 C09CHCD4	74
Medication/supplement use	115513	 C09CHCD3	74
Medication/supplement use	115512	 C09CHCD2	74
Medication/supplement use	115511	 C09CHCD1	74
Medication/supplement use	115510	 C09CHNM	74
Medication/supplement use	115509	 C09CHNUM	74
Medication/supplement use	115522	 C09HBCD4	74
Medication/supplement use	115521	 C09HBCD3	74
Medication/supplement use	115520	 C09HBCD2	74
Medication/supplement use	115519	 C09HBCD1	74
Medication/supplement use	115518	 C09HBNM	74
Medication/supplement use	115517	 C09HBNUM	74
Medication/supplement use	115530	 C09HMCD4	74
Medication/supplement use	115529	 C09HMCD3	74
Medication/supplement use	115528	 C09HMCD2	74
Medication/supplement use	115527	 C09HMCD1	74
Medication/supplement use	115526	 C09HMNM	74
Medication/supplement use	115525	 C09HMNUM	74
Medication/supplement use	115538	 C09OTCD4	74
Medication/supplement use	115537	 C09OTCD3	74
Medication/supplement use	115536	 C09OTCD2	74
Medication/supplement use	115535	 C09OTCD1	74
Medication/supplement use	115534	 C09OTNM	74
Medication/supplement use	115533	 C09OTNUM	74
Cigarette smoking	115544	 C09UPC	69
Cigarette smoking	115551	 C09SLS3M	69
Cigarette smoking	115550	 C09STS3M	69
Cigarette smoking	115549	 C09SMKYR	69
Cigarette smoking	115548	 C09SMKAG	69
Cigarette smoking	115547	 C09YRSQT	69
Cigarette smoking	115546	 C09SMKNW	69
Cigarette smoking	115545	 C09BRAND	69
Cigarette smoking	115558	 C09BURNW	69
Cigarette smoking	115557	 C09BURN	69
Cigarette smoking	115556	 C09MENTH	69
Cigarette smoking	115555	 C09LNGTH	69
Cigarette smoking	115554	 C09PAKSZ	69
Cigarette smoking	115553	 C09FILTR	69
Cigarette smoking	115552	 C09CGTDY	69
Cigarette smoking	115566	 C09OTHER	69
Cigarette smoking	115565	 C09COLDT	69
Cigarette smoking	115564	 C09HELP	69
Cigarette smoking	115563	 C09CUTDN	69
Cigarette smoking	115562	 C09LONG	69
Cigarette smoking	115561	 C09ATTMP	69
Cigarette smoking	115560	 C09TRYQT	69
Cigarette smoking	115559	 C09FSTCG	69
Cigarette smoking	115573	 C09WORK	69
Cigarette smoking	115572	 C09EXPEN	69
Cigarette smoking	115571	 C09TIRED	69
Cigarette smoking	115570	 C09FAMIL	69
Cigarette smoking	115569	 C09PREGN	69
Cigarette smoking	115568	 C09CONCE	69
Cigarette smoking	115567	 C09DOCTR	69
Cigarette smoking	115592	 C10SMOKE	69
Cigarette smoking	115582	 C10CIGS	69
Gender	115706	 C12SEX	22
Age at enrollment/collection	115705	 C12AGE	21
Race/ancestry/ethnicity	115702	 C12RACE	23
CRP in blood	282935	 TESTABBR	52
CRP in blood	282938	 TESTDESC	52
Cystatin C in blood	282935	 TESTABBR	55
Cystatin C in blood	282938	 TESTDESC	55
Factor VII	282935	 TESTABBR	48
Factor VII	282938	 TESTDESC	48
Factor VIII	282935	 TESTABBR	49
Factor VIII	282938	 TESTDESC	49
Fibrinogen in blood	282935	 TESTABBR	47
Fibrinogen in blood	282938	 TESTDESC	47
HDL in blood	282935	 TESTABBR	2
HDL in blood	282938	 TESTDESC	2
Hematocrit	282935	 TESTABBR	42
Hematocrit	282938	 TESTDESC	42
Hemoglobin	282935	 TESTABBR	43
Hemoglobin	282938	 TESTDESC	43
Interleukin 6 in blood	282935	 TESTABBR	53
Interleukin 6 in blood	282938	 TESTDESC	53
LDL in blood	282935	 TESTABBR	1
LDL in blood	282938	 TESTDESC	1
Platelet count	282935	 TESTABBR	44
Platelet count	282938	 TESTDESC	44
Red blood cell count	282935	 TESTABBR	45
Red blood cell count	282938	 TESTDESC	45
Total cholesterol in blood	282935	 TESTABBR	4
Total cholesterol in blood	282938	 TESTDESC	4
Triglycerides in blood	282935	 TESTABBR	3
Triglycerides in blood	282938	 TESTDESC	3
von Willebrand factor	282935	 TESTABBR	50
von Willebrand factor	282938	 TESTDESC	50
White blood cell count	282935	 TESTABBR	46
White blood cell count	282938	 TESTDESC	46
Resting arm diastolic BP	116136	 C40DBP	8
Resting arm systolic BP	116232	 C42AYS2	7
Resting arm systolic BP	116268	 C42AEYS1	7
Resting arm systolic BP	116248	 C42AYS6	7
Cigarette smoking	116285	 C42BSMOK	69
Hypertension	116340	 C09P_HBP	30
Age at enrollment/collection	116378	 EXAMAGE	21
Age at enrollment/collection	116390	 EX3_AGE	21
Geographic site	116398	 CENTER_CARE	73
Cigarette smoking	116413	 FY072SMK	69
Medication/supplement use	116463	 D47Q10A	74
Medication/supplement use	116448	 D47Q10	74
Medication/supplement use	116468	 D47Q10F	74
Medication/supplement use	116467	 D47Q10E	74
Medication/supplement use	116466	 D47Q10D	74
Medication/supplement use	116465	 D47Q10C	74
Medication/supplement use	116464	 D47Q10B	74
Age at enrollment/collection	116478	 DDXSPAGE	21
Race/ancestry/ethnicity	116486	 DDXPTETH	23
Age at enrollment/collection	116492	 DDXHPAGE	21
Age at enrollment/collection	116506	 DDXWBAGE	21
Cigarette smoking	116540	 D02SMOKE	69
Resting arm diastolic BP	116570	 D02DBP3	8
Hypertension	116956	 D08HBPAG	30
Hypertension	116954	 D08HBP	30
Myocardial infarction	116961	 D08HRTAG	26
Myocardial infarction	116960	 D08HRTAK	26
Diabetes	116971	 D08GDM	34
Asthma	117046	 D08ASTAG	64
Medication/supplement use	117068	 D08ASP	74
Medication/supplement use	117067	 D08OTMED	74
Medication/supplement use	117066	 D08ASMA	74
Medication/supplement use	117065	 D08CHNOW	74
Medication/supplement use	117064	 D08HBNOW	74
Medication/supplement use	117106	 D08HMNOW	74
Medication/supplement use	117105	 D08BCNOW	74
Cigarette smoking	117147	 D10SMOKE	69
Cigarette smoking	117136	 D10CIGS	69
Medication/supplement use	117141	 D10PATCH	74
Medication/supplement use	120070	 F10GUMWK	74
Medication/supplement use	120069	 F10GUMEV	74
Medication/supplement use	118770	 E10GUMWK	74
Medication/supplement use	118769	 E10GUMEV	74
Medication/supplement use	117140	 D10GUM	74
Medication/supplement use	115586	 C10GUM	74
Medication/supplement use	114576	 B10GUM	74
Medication/supplement use	113217	 A10GUM	74
Medication/supplement use	120078	 F10PATWK	74
Medication/supplement use	120071	 F10PATEV	74
Medication/supplement use	118772	 E10PATWK	74
Medication/supplement use	118771	 E10PATEV	74
Medication/supplement use	226332	 MED_CACB	74
Medication/supplement use	226333	 MED_CARDIACGLYCOSIDES	74
Medication/supplement use	226334	 MED_CHEMO	74
Medication/supplement use	226335	 MED_CLOPID	74
Medication/supplement use	226336	 MED_CONTRACEPTIVES	74
Medication/supplement use	226337	 MED_COX2	74
Medication/supplement use	226338	 MED_CURRENT_HRT	74
Medication/supplement use	226339	 MED_DIURETIC	74
Medication/supplement use	226340	 MED_DIURETIC_THIAZIDE	74
Medication/supplement use	226341	 MED_ESTROGENS	74
Medication/supplement use	226342	 MED_ESTROGEN_COMBO	74
Medication/supplement use	226343	 MED_FERTILITY_REG	74
Medication/supplement use	226344	 MED_FIBARES_NICOACID	74
Medication/supplement use	226345	 MED_INSULIN	74
Medication/supplement use	226346	 MED_LHRH	74
Medication/supplement use	226347	 MED_LHRH_AG	74
Medication/supplement use	226348	 MED_LHRH_ANT	74
Medication/supplement use	226349	 MED_LLD	74
Medication/supplement use	226350	 MED_METFORMIN	74
Medication/supplement use	226351	 MED_NSAID	74
Medication/supplement use	226352	 MED_OI_STEROID	74
Medication/supplement use	226353	 MED_PROGESTINS	74
Medication/supplement use	226354	 MED_PULMONARY	74
Medication/supplement use	226355	 MED_SERM	74
Medication/supplement use	226356	 MED_STATIN	74
Diabetes	226357	 MHEA16	34
Medication/supplement use	226361	 MHEA16D	74
